帐号,客户 ID,有消费天数,总消费,2021/4/1,2021/4/2,2021/4/3,2021/4/4,2021/4/5,2021/4/6,2021/4/7,2021/4/8,2021/4/9,2021/4/10,2021/4/11,2021/4/12,2021/4/13,2021/4/14,2021/4/15,2021/4/16,2021/4/17,2021/4/18,2021/4/19,2021/4/20,2021/4/21,2021/4/22,2021/4/23,2021/4/24,2021/4/25,2021/4/26,2021/4/27,2021/4/28,2021/4/29,2021/4/30
张202009严玲,8555960194,30,363.47,76.43,0.7,5.18,6.42,31.62,25.23,14.77,7.67,5.66,12.39,11.73,10.38,42.51,6.95,11.1,0.66,8.13,0,15.24,11.37,3.31,26.26,0,4.4,2.54,0,12.78,4,6.04,0
张202011俊鸣-刘俊鸣,9431263697,30,108.43,4.9,0.9,5.26,1.5,8.73,1.45,0.86,2.4,4.69,1.18,0.8,5.95,3,2.94,0.9,10.07,5.24,0,4.69,2.8,0,11,1.5,7.22,6.11,5.66,2.37,4.42,0.9,0.99
张202011李浩楠,5937302252,30,544.32,1.43,0,2.04,0,2.1,0,9.87,16.88,0,0,11.39,2.03,0.6,13.66,1.31,4.52,34.59,83,37.44,54.38,46.71,61.69,28.66,28.87,78.44,19.27,0,0.98,1.89,2.57
张202107-李子奥,4279080656,30,10.04,0.6,0,0,0.7,0,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0.7,0.7,0,0.7,0.7,1.4,0.7,0.7,0.39,0.65,0.7,0
张家港乐宝塑料tpe手套,2151551378,6,552.34,,,,,,,,,,,,,,,,,,,,,,,,,28.16,171.3,99.89,105.14,101.41,46.44
张家港索克斯机械有限公司,7414823903,30,5214.87,123.36,87.8,143.51,65.69,129.65,103.15,113.54,101.36,96.78,51.85,64.25,60.13,172.94,219.11,184.74,151.23,110.7,99,196.37,190.4,369.43,345.87,236.52,222.38,174.1,347.55,265.67,324.21,251.75,211.83
张文成-momo,4667583901,30,159.12,9.75,0,0,0,14.68,0,7.14,10.35,4.94,13.9,0,4.82,8.25,4.98,0,16.85,0,0,8.42,14.14,4.42,4.12,9.32,5,0,9.76,0,8.28,0,0
长城搅拌设备,1587397545,30,7529.47,330.3,180.92,174.44,144.29,217.56,484.9,438.87,401.41,218.18,198.45,174.08,295.39,310.83,325.93,291.6,139.82,81.27,113.9,304.16,172.57,396.57,378.19,308.24,194.96,273.49,425.1,183.78,133.82,60.68,175.77
长虹-德国-amazon,9908773288,26,6473.77,218.72,132.51,,,0.33,,,98.75,403.76,495.61,444.22,294.52,379.85,348.17,389.01,276.66,232.4,281.55,175.09,175.42,205.79,237.71,246.88,261.49,252.41,179.04,161.62,166.19,227.33,188.74
长虹-法国-amazon,4877161474,30,7567.09,299.66,287.94,280.05,267.26,307.73,233.52,272.77,273.2,302.22,402.27,368.87,275.41,271.74,223.69,254.85,283.12,268.85,237.42,180.8,177.69,190.38,209.48,211,260.27,184.77,210.8,183.46,175.04,223.86,248.97
长虹-菲律宾活动（lazada）,6643522872,7,835.07,,76.24,39.96,179.01,240.15,297.3,,,,,,,,,,,,,,,,,,,,,,,0,2.41
长虹-菲律宾活动（shopee）,1247890117,14,3196.18,,409.17,504.99,327.89,,,,,,,,,,,,,,,,52.51,126.42,117.79,109.97,86.68,103.68,94.48,252.05,227.46,302.28,480.81
长虹-菲律宾日常（lazada）,3394884654,30,2143.32,63.41,50.34,74.77,47.53,76.67,29.65,106.09,61.01,87.94,78.64,64.2,60.81,83.57,98.74,133.84,60.75,80.46,65.65,67.65,76.97,79.92,71.09,56.72,69.86,62.27,48.13,66.16,82.6,68.18,69.7
长虹-菲律宾日常（shopee）,5370958011,20,1433.97,88.28,55.7,60.73,43.56,80.44,89.34,56.4,71.54,75.7,65.61,65.72,53.4,86.07,81.18,103.14,82.79,72.26,95.92,57.15,49.04,,,,,,,,,,
长虹广交会（黑电）,1452832917,25,10073.88,,,52.61,,,367.57,713.25,243.1,221.73,164.82,118.15,159.74,169.41,567.24,528.34,326.88,1353.12,1015.89,882.28,942.26,942.98,270.2,310.5,2.41,4.6,215.68,202.77,202,96.35,
长虹广交会（空调）,8563220205,23,9059.01,,,,,,,596.59,673.31,537.09,615.84,498.58,122.72,174.26,471.01,483.98,521.36,545.84,389.28,446.88,439.17,269.48,349.65,310.89,424.75,384.85,315.9,279.17,206.97,1.44,
长虹-速卖通-法国,7591736123,3,374.22,153.06,181.93,39.23,,,,,,,,,,,,,,,,,,,,,,,,,,,
长虹-速卖通-西班牙,8070741935,2,351.62,218.19,133.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长虹-西班牙amazon,6313976533,24,5181.63,,,,,,,1.13,44.44,230.05,330.57,413.76,280.9,307.08,305.64,408.96,229.23,222.92,142.93,222.77,234.31,190.08,141.14,204.25,247.49,171.5,177.9,202.33,159.79,142.74,169.72
长虹-印尼（lazada）,1418162584,14,36.37,,,,,,5.6,,,,13.65,,0.42,0.31,0.53,,,1.34,2.13,1,0.18,,0.85,,8.71,,0.2,,0.33,,1.12
长虹-印尼（shopee）,9066058635,10,6721.67,,447.89,2534.08,2758.18,978.55,,,1.33,,,,,1.22,,,,,,,,,0.41,0,0,0.01,,,,,
长虹-印尼（京东）,1223696313,16,2111.75,212.21,100.31,261.48,1011.77,471.02,3.45,4.68,,,5.16,,,3.19,5.11,,,20.36,0.18,0.24,0.01,,10.05,,2.53,,,,,,
长虹印尼-shopee（常规运营）,7034554884,24,4799.53,,,,,,,183.83,277.67,230.56,200.37,188.93,166.76,200.57,207.97,187.33,190.56,198.78,169.82,176.78,214.65,195.86,208.61,236.76,212.56,176.03,152.35,157.61,205.92,244.52,214.73
长虹印尼-youtube视频推广,9622747111,2,4.03,,,,,,,0.39,,,,,,,,,,3.64,,,,,,,,,,,,,
账号1202021,3818681484,4,519.97,,,,,,,,,,,,,,,,,,,,,,,,,,,97.62,167.61,136.17,118.57
肇庆市珊瑚食品机械有限公司（出口易）- Becca,5837966157,30,10596.46,430.3,418.54,346.05,304.25,399.55,377.72,331.56,381.4,406.74,374.54,338.82,423.78,401.77,300.83,367.25,328.62,305.24,350.2,380.26,388.01,333.68,340.37,402.24,304.37,322.6,262.01,330.06,420.22,254.81,270.67
浙江姜总,4881852184,30,5626.72,225.18,159.23,186.18,196.06,240.41,350.07,238.23,282.99,217.23,154.37,136.47,249.27,278.35,220.31,264.08,228.94,219.09,134.45,154.5,200.92,164.72,181.98,68.32,81.83,125.46,117.2,119.79,201.19,111.85,118.05
浙江裘先生,4267475025,30,4353.37,122.8,105.37,25.35,18.51,18.79,36.62,132.79,234.86,226.78,220.79,197.35,158.07,103.89,96.97,108.25,117.19,92.7,78.36,170.15,139.77,187.07,142.17,177.48,155.91,260.82,335.19,260.19,193.09,99.01,137.08
浙江泰林生物技术股份有限公司,1367524421,19,6082.15,,,,,,0.05,,,,,,,286.51,399.97,400,399.82,399.49,382.73,400,399.74,399.95,400,400,402.15,379.49,251.4,202.08,201.99,200.81,175.97
浙江徐总,3212683245,30,277.08,0,6.74,4.92,6.71,6.68,3.34,2.66,7.76,8.85,0.79,16.07,15.74,22.36,1.71,4.88,12.63,9.97,2.82,5.44,10.14,9.1,3.55,11.51,18.15,20,22.13,5.4,12.72,10.18,14.13
浙江正奇世荣科技有限公司,3091470964,30,911.91,39.5,36.1,34.16,34.98,30.53,31.44,32.8,38.35,32.11,31.19,34.2,31.76,34.23,32.09,32.61,30.16,36.6,27.82,31.27,30.86,30.5,28.33,27.21,27.56,19.31,27.43,36.35,18.37,20.59,13.5
臻品34000-20190617,8108000719,12,539.16,,,,,,,,,,,,,,,,,,,4.86,8.12,53.24,44.27,38.74,29.31,44.97,53.2,73.23,62.42,64.73,62.07
镇江宏达家居用品有限公司,4169818148,29,8178.05,337.89,392.32,249.93,254.15,386.95,359.1,304.66,293.94,236.03,213.23,146.2,442.35,356.06,279.03,230.18,210.22,134.45,,204.93,193.28,364.36,430.04,257.5,260.83,77.38,385.51,368.83,330.95,275.37,202.38
镇江华坚电子有限公司,3334269056,26,1.72,0,,0,0,0,0,0,0.87,0,,0,0,0.78,0.07,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0
镇江同立橡胶,9643026693,30,1395.66,55.6,73.02,57.27,85.38,114.96,41.32,18.08,109.05,60,18.91,0,7.17,14.74,28.47,78.34,81.28,7.49,54.13,85.14,83.27,51.79,35.73,42.55,28.45,23.78,16.26,15.6,51.17,11.01,45.7
正德4000-20210401,2914434741,30,638.15,0,10.85,7.61,10.46,11,11.21,14.06,16.1,14.15,16.97,13.83,19.12,40.02,21.62,16.64,44.05,34.65,11.39,20.7,10.97,11.69,15.8,50.68,47.05,40.25,12.68,21.32,24.68,30.37,38.23
正能量4000-20191025-20210426,2224684384,26,733.53,43.7,33.59,9.92,19.85,7.95,19.41,42.79,26.81,69.59,23.62,37.52,36.99,45.46,15.34,21.14,36.21,16.02,34.53,15.5,49.04,35.69,8.91,21.05,29.3,23,10.6,,,,
正太3000-20210420,4803029850,6,215.77,,,,,,,,,,,,,,,,,,,,,,,,,0,29.43,45.36,68.41,39.69,32.88
郑斌,4589034899,24,3078.69,37.51,12,35.89,51.16,11.75,43.49,54.82,60.27,33.68,23.32,31.57,56.7,0,88.5,319.75,268.78,176.85,216.66,345.84,306.5,282.13,287.45,265.02,69.05,,,,,,
郑州金泉矿冶设备有限公司,3031828368,30,1014.25,35.18,12.16,33.62,33.69,28.73,53.97,54.04,27.95,33.21,31.7,29.97,27.16,36.76,61.43,37.71,28.98,27.87,16.76,46.85,30.44,44.95,21.17,23.24,47.3,17.18,35.28,36.14,24.24,66.7,9.87
植基 F,5105752417,14,5034.06,,,,,,,,,,,,0.08,273.11,266.91,41.7,376.08,202.79,508.78,430.73,927.93,838.72,382.03,538.22,244.82,,2.16,,,,
至敏7880-20190711-20200908,6066183205,28,791.49,52.08,21.1,13.97,27.47,20.68,35.37,23.55,30.43,19.65,15.67,7.74,28.25,29.83,18.19,38.64,40.65,20.11,25.98,21.9,69.51,51.49,26.76,45.58,18.87,6.05,29.89,36.1,15.98,,
智创9000-20190925,1466106805,30,184.9,3.09,5.98,1.91,9.94,1.98,0,2,9.93,7.9,7.85,4,7.96,11.92,1.96,3.98,7.96,3.85,5.95,0,4,11.8,5.85,12.21,12.34,2.02,2.39,12.79,4.96,5.88,12.5
智蓝电子商务(Auxbeam),7167365447,30,40642.11,1763.12,1500.97,1576.59,1900.53,1839.09,1778.56,1342.01,1276.08,1349.7,1336.85,1216.97,1001.13,1458.13,1394.24,1174.61,1727.37,1088.78,1683.07,2084.39,2158.27,931.18,1007.1,832.74,892.53,1120.25,873.25,1002.78,1028.36,1078.15,1225.31
智彤缘丰,6182642333,5,180.6,,,,,,,,,,,,,,,,,,,,,,,,,,7.29,45.51,62.78,28.52,36.5
中国船舶重工集团公司第七一八研究所,5365804964,18,6201.4,,,,,,,,,,,,,326.11,321.5,373.91,312.91,349.28,332.32,347.4,315.66,355.01,359.49,350.69,397.11,332.73,353.92,366.73,332.92,340.08,333.63
中国良工阀门集团有限公司,2151967558,30,6796.61,288.05,183.89,168.06,194.8,403.89,330.9,339.8,358.79,180.22,178.24,140.75,328.36,267.61,217.77,231.08,200.62,137.56,96.47,146.74,246.84,341.74,243.56,214.84,172.7,191.92,244.69,230.1,206.24,160.02,150.36
中海橡4.13,1776228384,1,12.55,,,,,,,,,,,,,,,12.55,,,,,,,,,,,,,,,
中科三维成型技术（深圳）有限公司,6537686698,30,2348.15,113.86,78.95,109.09,15.95,97.37,170.74,107.91,79.46,86.58,61.79,69.93,84.02,86.86,60.18,58.73,81.65,69.18,74.64,82.81,77.96,67.92,70.81,68.26,68.91,81.32,75.43,54.7,83.58,63.46,46.1
中美泰,6139419098,3,0.13,0,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,
中南-3000-20210428,2896585584,3,136.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.66,61.68,33.93
中睿盛科技,2886629280,13,2434.71,219.76,183.65,,,60.48,349.69,193.04,232.78,165.7,,,150.98,134.4,341.72,106.86,257.78,,,37.87,,,,,,,,,,,
中山东菱威力电器有限公司,9540230041,30,15221.82,189.99,267.11,195.26,248.65,309.81,311.48,676.47,516.57,567.84,489.06,573.86,612.52,455.93,525.39,671.73,710.26,665.8,638.97,616.63,563.35,650.06,710.37,559.83,580.04,629.86,619.3,565.66,484.99,486.88,128.15
中山富泽房地产开发有限公司（大都汇）,3658626329,30,7131.87,251.03,247.87,244.31,269.51,210.81,267.56,225.86,298.11,295.41,261.57,245.82,209.47,253.88,213.5,207.92,263.03,208.59,237.79,213.18,242.41,201.32,225.47,304.36,259.28,235.97,224,168.88,215.02,212.77,217.17
中山港岐,7804544239,30,1002.66,33.19,51.53,43.82,61.83,57.11,46.02,41.29,22.96,34.89,28.8,33.45,28.84,23.95,26.8,27.53,39.57,31.86,31.76,43.65,32.2,30.49,10.04,20.75,32.56,32.39,30.3,26.77,30.18,22.71,25.42
中山古镇灯都博览有限公司（灯饰在线LP）2020 8.7,9510669327,30,12193.43,512.82,545.32,539.61,567.07,539.99,541.72,573.43,512.61,496.22,506.68,598.86,496.36,521.34,563.57,527.14,528.86,502.83,498.13,476.4,467.29,390.19,112.94,154.9,159.08,156.87,133.85,163.19,149.27,145.68,111.21
中山厚德快速模具有限公司（new）,6506908933,30,16362.64,538.43,547.14,534.74,628.91,628.87,676.03,744.51,948,610.25,290.02,474.54,878.33,354.96,223.79,470.86,459.5,423.67,306,432.6,581.9,651.6,629.18,493.05,438.88,449.02,632.86,579,574.33,501.26,660.41
中山力劲机械有限公司,8230960619,9,2146.03,213.47,251.27,181.22,209.67,257.63,327.94,268.42,263.24,173.17,,,,,,,,,,,,,,,,,,,,,
中山日先联亚展示用品有限公司,2546924270,30,1135.37,22.81,33.78,19.39,31.93,58.93,62.69,33.11,42.31,37.63,14.92,19.71,84.71,55.89,54.87,38.33,29.31,16.69,28.4,5.63,69.51,39.46,56.08,20.22,35.27,10.98,31.47,52.75,56.39,51.74,20.46
中山尚洋科技股份有限公司20200916,7422043415,30,5202.95,138.18,259.85,158.02,154.8,235.26,243.93,206.2,278.4,147.83,95.57,113.37,184.94,378.51,139.83,203.51,306.53,92.86,156.58,101.56,184.39,169.76,162.55,75.44,187.81,92.07,112.15,161.46,139.97,141.17,180.45
中山市大象东方蜡像艺术有限公司-2018.8.16,3289398500,30,1294.64,38.9,25.45,43.21,57.76,17.35,71.14,27.77,33.88,59.36,19.36,43.93,53.29,49.32,68.36,43.35,55.23,32.42,70.14,36.9,55.3,41.47,54.6,44.4,25.75,34.07,23.35,65.54,54.61,28.66,19.77
中山市大象无形环境艺术工程有限公司,2981570156,30,2188.67,57.93,44.75,113.42,75.34,92.18,82.69,82.91,90.26,46.72,39.34,36.35,120.26,70.92,63.28,58.15,79.25,35.1,90.42,75.45,104.51,54.43,102.6,33.99,80.06,75.92,57.43,71.23,86.64,82.45,84.69
中山市道尔五金制品有限公司-Becca,3968480474,30,437.49,19.5,9.47,4.55,2.95,15.9,27.37,7.19,10.79,9.54,22.46,10.71,4.4,7.82,15.77,1.25,2.29,13.66,17.08,64.49,27.31,24.73,25.55,2.63,17.68,12.1,2.73,17.36,14.49,0,25.72
中山市格兰特实业有限公司,2568141998,30,3931.62,150.91,62.84,111.73,43.09,64.48,239.93,118.03,118.06,173.07,112.21,138.69,175.99,249.67,130.45,123.57,117.14,110.7,19.8,94.86,164.22,123.51,160.28,167.37,166.51,119.54,120.48,167.73,142.21,132.51,112.04
中山市购够网软件科技有限公司 -momo-0331,3288476965,13,5115.57,397.43,407.09,172.74,176.93,188.17,332.14,723.77,408.29,577.29,632.87,569.53,306.87,222.45,,,,,,,,,,,,,,,,,
中山市购够网软件科技有限公司 -momo-0402,2648911354,1,14.48,,,,,,,,14.48,,,,,,,,,,,,,,,,,,,,,,
中山市冠瑞五金塑料有限公司,4388726529,30,697.89,21.36,26.77,23.49,31.42,29.43,27.36,26.93,29.79,24.99,28.63,25.62,25.68,25.57,22,27.8,22.63,21.93,21.12,21.6,19.07,23.12,20.71,21.83,19.99,22.58,20.24,18.35,21.92,13.52,12.44
中山市好房子房地产有限公司,8330594949,24,5681.24,2.88,299.32,0.24,4.38,296.48,0,0,559.93,363.37,268.76,532.54,463.08,414.26,205.33,310.59,196.36,0,0,0,,,,,,,200.08,914.07,458.21,191.36,0
中山市金博游艺设备有限公司,2126241699,30,4627.53,35.66,105.84,139.31,164.92,160.98,149.16,134.89,172.45,159.98,121.9,158.9,126.29,181.43,191.58,163.69,161.92,211.31,169.45,185.05,144.98,192.45,165.37,174.48,200.87,170.28,175.43,181.27,98.35,134.21,95.13
中山市金马科技娱乐设备股份有限公司-10.30,1438386464,30,3918.8,98.72,120.96,151.18,133.75,168.22,127.24,105.36,124.07,151.82,153.72,136.35,114.11,87.27,113.62,115.6,122.06,170.61,135.33,152.93,128.96,125.21,123.91,135.79,90.82,132.7,204.98,131.12,97.93,134.46,130
中山市晶艺光电科技有限公司,1156484470,30,1521.65,52.26,56.2,50.56,54.18,52.29,53.87,52.41,54.63,50.81,52.47,52.43,55.79,51.6,51.01,49.81,49.71,52.4,50.36,53.46,50.74,51.62,47.29,48.03,47.32,47.17,52.43,46.41,47.89,46.71,39.79
中山市乐心医疗有限公司,5378060311,30,16082.28,491.74,417.08,466.32,423.92,512.68,572.17,528.17,639.32,549.47,401.48,458.75,588.88,631.6,612.63,695.02,594.4,639.53,454.68,637.02,530.7,658,427.48,555.46,555.02,431.71,560.11,533.15,552.81,504.99,457.99
中山市隆丰脚轮制造有限公司,7633487017,22,1762.83,,,,,,,,,70.15,93.11,49.72,57.46,80.14,97.84,105.29,82.08,61.91,56.09,85.5,105.49,84.63,81.64,51.12,46.66,82.19,84.78,115.67,106.74,88.68,75.94
中山市明智源光电科技有限公司-3.4,2945711900,30,6318.58,265.58,278.76,178.34,208.33,206.95,248.28,191.86,264.18,180.55,162.28,141.66,167.05,283.11,222.42,257.63,247.65,191.24,158.42,203.24,234.22,301.25,214.82,188.02,170,210.06,170.04,225.29,189.52,185.7,172.13
中山市南汇电器有限公司,7046964490,22,5778.41,,,,,,,,,152.43,326.85,407.3,338.83,273.59,247.89,281.64,312.49,217.48,258.93,272.17,229.77,251.34,246.28,266.39,252.83,225.49,247.91,191.32,299.19,306.6,171.69
中山市启升五金塑料制品有限公司,8298881852,30,28951.17,920.47,808.08,724.96,507.7,763.18,1207.2,1222.05,1087.76,1035.57,731.94,687.22,1251.95,784.82,1058.43,1036.59,1100.53,713.42,511.73,1105.79,1102.68,1298.16,1287.14,817.25,658.26,732.08,1193.8,1039.43,1220.03,1303.8,1039.15
中山市上华木业装饰制品有限公司,7234073201,1,1.96,,,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,
中山市盛景光电科技有限公司,3106674925,30,4232.35,91.25,138.39,135.81,99.93,178.24,121.06,108.74,118.52,94.39,107.85,69.44,119.91,151.34,115.6,119.9,203.96,130.41,129.52,131.36,218.84,156.72,184.58,173.83,104.04,110.28,201.58,191.48,188.49,169.47,167.42
中山市四海家具有限公司,6292269011,30,3246.66,119.15,110.7,129.05,104.3,157.39,97.2,116.65,112.16,163.85,117.72,113.77,85.03,127.97,99.79,121.8,112.46,181.57,119.19,83.04,93.84,99.84,89.36,133.04,166.75,139.49,116.74,93.56,26.38,8.26,6.61
中山市新纪元科技有限公司,2600597405,9,1941.56,,,,,,,,,,,,,,,,,,,,,,24.6,161.8,176.86,113.24,159.79,227.02,344.33,381.75,352.17
中山市盈丰经贸有限公司,5150735590,30,9891.94,310.93,347.62,392.84,315.67,284.81,354.98,323.73,306.24,413.37,319.04,349.84,285.14,312.17,275.15,391.71,391.08,248.64,393.73,333.3,269.58,373.45,279.01,312.31,319.3,349.83,299.49,330.17,323.52,281.93,403.36
中山市永安路灯有限公司,8511798703,25,4976.83,247.03,155.94,212.11,208.94,219.59,205.11,179.01,289.4,251.55,205.99,271.54,283.49,276.21,318.61,292.65,239.27,267.5,252.22,321.6,276.52,0.05,,0.39,0.15,0.71,1.25,,,,
中山市中泰龙办公用品有限公司--发现12.1,3855655490,30,2036.22,80.2,74.72,53.33,68.63,108.89,86.63,85.63,70.32,99.53,70.22,66.58,73.99,54.59,75.66,93.36,102.03,71.2,55.05,49.62,83.24,92.91,72.55,73.66,76.46,43.07,53.79,21.42,22.28,50.02,6.64
中山市中泰龙办公用品有限公司--搜索12.1,4923672895,30,7968.09,272.39,207.27,228.32,154.32,327.04,305.48,254.19,311.1,220.92,135.9,95.2,319.29,270.75,339.17,308.35,174.96,200.21,100.18,331.65,303.12,279.29,445.25,335.94,367.03,367.2,278.96,189.41,401.53,257.44,186.23
中山市中益油墨涂料有限公司--发现广告账户(1.14停),8620142005,1,0.02,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,
中山无忧,6298136088,1,0.69,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中山小神童创新科技有限公司-8.5,6852369566,28,6889.18,271.13,319.45,241.65,330.52,230.16,292.64,297.44,329.34,226.03,357.82,318.17,376.83,249.09,,,70.39,216.73,205.86,236.22,228.36,216.63,304.68,153.77,240.98,120.16,269.6,131.67,319.18,130.95,203.73
中塑新材料科技(杭州)有限公司,8337279098,30,4778.04,219.07,146.12,93.94,131.04,169.56,268.34,198.34,175.94,149.59,95.47,37.92,258.74,170.2,87.85,109.99,81.15,90.7,61.38,158.99,190.36,213.77,180.47,238.94,157.61,123.01,216.62,283.82,224.15,139.89,105.07
中泰亿尚53000-20190814-20201231,3349817384,30,3364.48,83.11,78.08,95.83,73.16,155.28,124.01,126.39,119.55,116.63,101.96,86.33,119.06,142.9,112.85,137.04,112.41,85.41,94.89,48.82,72.18,140.49,81.48,87.33,69.54,83.64,131.93,166.18,199.45,198.15,120.4
中禧4000 20201231,8131307429,12,860.78,83.67,40.38,92.87,56.1,74.54,106.37,81.15,83.36,43.51,94.78,103.19,0.86,,,,,,,,,,,,,,,,,,
中亚二区/乌兹/乌克兰-黄和平,3505393556,4,7.75,,1.57,,,,,,,,,,,,0.86,,,,,,,3.69,1.63,,,,,,,,
中之联不锈钢    张芳芳,6548257747,30,6848.08,333.6,215.07,195.26,218.8,375.1,358.68,406.65,168.75,83.85,97.33,108.15,178.81,149.06,140.42,117.15,139.5,59.44,94.69,362.3,356.58,137.09,184.44,291.94,349.75,237.52,340.42,239.84,268.1,332.66,307.13
中之联不锈钢  刘慧华,4016113433,24,8841.25,283.42,,,,,,,338.62,596.2,595.88,449.46,605.85,599.96,603.5,537.3,335.71,312.96,311.09,323.06,305.84,300.16,245.17,164.61,109.27,130.3,317.84,393.25,452.85,283.68,245.27
重庆阳晟金属制品有限公司-（代投）,1574818917,26,2114.73,83.77,77.35,38.55,0,110.48,89.57,117.85,119.2,159.26,7.3,0,135.8,119.04,94.77,123.41,138.85,2.34,9.59,106.74,153.07,120,118.72,76.71,40.43,12.96,58.97,,,,
周元 4000 20210130,6483028042,30,347.23,6,6,14.86,0,5.82,3,15.7,0,6,26.91,34.52,3.75,22,12.86,6.96,17.96,15.94,0.86,15.71,24.58,14.94,0,11.95,0,15.96,12.2,2.98,18.66,6.93,24.18
珠海博杰电子股份有限公司,9986922221,30,7701.14,269.54,180.55,140.57,105.79,306.17,292.27,269.89,245.18,276.01,152.78,157.61,271.13,425.91,351.41,309.73,256.17,144.54,102.13,246.91,357.91,228.03,397.75,296.82,245.34,124.1,351.44,370.44,284.69,299.95,240.38
珠海大励厨卫科技有限公司,9451136484,30,9089.35,147.41,313.04,293.08,248.39,246.87,355.45,367.14,239.01,312.24,343.85,376.21,427.77,363.42,346.67,311.86,243.31,234.39,228.18,250.01,217.1,295.69,316.97,405.52,313,242.87,312.21,388.46,378.36,310.44,260.43
珠海迪尔生物工程有限公司,2298533121,30,7983.6,261.15,198.7,129.62,215.61,228.2,223.53,203.81,203.43,144.72,173.28,176.14,330.27,351.9,331.12,325.18,252.01,177.47,172.82,458.15,335,368.62,349.97,289.69,296.69,281.11,326.8,267.55,351.15,323.63,236.28
珠海迈丰国际贸易有限公司,8855823762,30,2210.01,15.51,10.99,14.86,37.32,56.28,91.03,87.52,21.49,0.39,18.78,22.97,24.89,22.73,28.21,190.18,125.18,110.78,109.29,116.19,108.08,56.19,116.73,100.38,107.45,110.78,93.32,80.18,116.63,109.53,106.15
珠海中轩环球房地产代理有限公司,5667072897,2,48.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.46,37.49
株洲悍威磁电2,2205569823,30,5122.6,306.85,100.36,182.34,110.79,285.22,270.66,327.94,281.52,240.39,106.89,56.72,145.93,214.77,113.3,183.8,106.15,100.19,32.06,187.62,196.96,215.84,137.8,155.5,39.48,69.69,199.87,178.74,188.45,218.09,168.68
株洲悍威磁电科技有限公司,3081695158,30,471.81,0,44.92,11.96,15.74,8.17,11.03,22.97,29.52,22.26,12.93,0,15.03,23.44,7.75,19.16,7.82,15.47,10,8.75,12.51,4.88,25.03,11,12.86,0,7.52,27.19,33.87,15.31,34.72
株洲弘通硬质合金有限公司-4-26转户,8989494680,28,7381.71,278.33,216.27,293.45,233.36,242.77,366.32,232.08,333.17,274.31,242.52,331.3,324.89,498.48,369.27,207.22,299.31,134.72,343.92,407.59,310.89,275.2,105.31,168.65,189.49,132.05,,,49.91,238.71,282.22
诸城舜欧净水设备有限公司,5607661158,19,1928.62,,,,,,,,,,,,115.77,112.01,113.28,118.12,105.14,106.48,101.91,110.67,111.17,98.71,96.19,95.82,93.3,98.84,106.65,122.35,76.94,98,47.27
逐鹿14000-20200326-20200930-20210409,8678208913,9,658.85,66.79,65.28,77.27,79.59,95.2,89.59,72.79,91.39,20.95,,,,,,,,,,,,,,,,,,,,,
追梦24000-20191016,2445323878,30,1820.56,66.76,66.04,71.83,64.13,70.18,89.3,65.65,67.09,87.02,61.62,56.47,64.02,49.62,38.77,87.32,48.52,14.89,18.11,90.66,74.99,53.2,68.74,68.04,15.52,27.93,87.91,60.83,70.22,79.55,35.63
卓益128000-20180625,6722738649,30,4468.12,104.97,122.46,120.13,129.93,144.72,184.79,152.67,149.47,152.48,136.74,139.46,147.21,137.68,147.19,130.54,139.17,215.57,203.81,162.94,161.19,149.3,133.47,127.67,151.62,134.89,206.76,169.01,146.81,167.14,98.33
紫气3000-20210325,1269652568,30,2122.18,105.28,90.08,65.23,78,81.11,91.96,83.07,106.99,73.37,69.64,85.1,69.34,58.34,62.4,50.45,59.85,43.55,45.56,94.53,90.57,59.91,52.18,34.97,70.26,62.92,39.36,62.1,63.33,154.66,18.07
自贡创赢-老帐户数据- 不推广,4909366411,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,
自贡创赢智能科技有限公司,9347263678,2,0.11,,0.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
自化线机械,3223597503,30,1941.01,118.29,85.48,40.59,64.2,114.44,117.85,88.44,120.66,90.06,44.64,44.18,23.65,10.29,5.44,9.28,3.53,9.72,12.4,0,16.75,29.75,35.47,50.3,43.22,36.38,117.82,139.37,152.94,178.24,137.63
总部推广,2779436121,14,197.93,,0.15,,,1.85,,17.24,2.67,,29.6,,2.59,22.25,,,,54.93,6.23,1.07,6.3,2.69,43.28,7.08,,,,,,,
11093,6433712611,6,5.53,0,0,2.62,2.91,0,0,,,,,,,,,,,,,,,,,,,,,,,,
20210330,7621789505,30,440.31,15.47,15.11,13.13,8.05,18.04,15.16,8.41,9.28,29.68,17.36,22.45,7.28,7.31,11.79,16.85,15.4,15.72,12.86,14.74,13.65,20.38,19.83,8.5,17.87,7.07,14.09,22.18,13,12.57,17.08
